 v-sweep         v(drain)        i(Vd)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.00000000e-02  5.00000000e-02 -1.07607500e-04 
 1.00000000e-01  1.00000000e-01 -2.10420000e-04 
 1.50000000e-01  1.50000000e-01 -3.08422500e-04 
 2.00000000e-01  2.00000000e-01 -4.01600000e-04 
 2.50000000e-01  2.50000000e-01 -4.89937500e-04 
 3.00000000e-01  3.00000000e-01 -5.73420000e-04 
 3.50000000e-01  3.50000000e-01 -6.52032500e-04 
 4.00000000e-01  4.00000000e-01 -7.25760000e-04 
 4.50000000e-01  4.50000000e-01 -7.94587500e-04 
 5.00000000e-01  5.00000000e-01 -8.58500001e-04 
 5.50000000e-01  5.50000000e-01 -9.17482501e-04 
 6.00000000e-01  6.00000000e-01 -9.71520001e-04 
 6.50000000e-01  6.50000000e-01 -1.02059750e-03 
 7.00000000e-01  7.00000000e-01 -1.06470000e-03 
 7.50000000e-01  7.50000000e-01 -1.10381250e-03 
 8.00000000e-01  8.00000000e-01 -1.13792000e-03 
 8.50000000e-01  8.50000000e-01 -1.16700750e-03 
 9.00000000e-01  9.00000000e-01 -1.19106000e-03 
 9.50000000e-01  9.50000000e-01 -1.21006250e-03 
 1.00000000e+00  1.00000000e+00 -1.22400000e-03 
 1.05000000e+00  1.05000000e+00 -1.23285750e-03 
 1.10000000e+00  1.10000000e+00 -1.23662000e-03 
 1.15000000e+00  1.15000000e+00 -1.23783000e-03 
 1.20000000e+00  1.20000000e+00 -1.23904000e-03 
 1.25000000e+00  1.25000000e+00 -1.24025000e-03 
 1.30000000e+00  1.30000000e+00 -1.24146000e-03 
 1.35000000e+00  1.35000000e+00 -1.24267000e-03 
 1.40000000e+00  1.40000000e+00 -1.24388000e-03 
 1.45000000e+00  1.45000000e+00 -1.24509000e-03 
 1.50000000e+00  1.50000000e+00 -1.24630000e-03 
 1.55000000e+00  1.55000000e+00 -1.24751000e-03 
 1.60000000e+00  1.60000000e+00 -1.24872000e-03 
 1.65000000e+00  1.65000000e+00 -1.24993000e-03 
 1.70000000e+00  1.70000000e+00 -1.25114000e-03 
 1.75000000e+00  1.75000000e+00 -1.25235000e-03 
 1.80000000e+00  1.80000000e+00 -1.25356000e-03 
