 v-sweep         v(drain)        i(Vd)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.00000000e-02  5.00000000e-02 -7.50750006e-06 
 1.00000000e-01  1.00000000e-01 -1.00200001e-05 
 1.50000000e-01  1.50000000e-01 -1.00300002e-05 
 2.00000000e-01  2.00000000e-01 -1.00400002e-05 
 2.50000000e-01  2.50000000e-01 -1.00500003e-05 
 3.00000000e-01  3.00000000e-01 -1.00600003e-05 
 3.50000000e-01  3.50000000e-01 -1.00700004e-05 
 4.00000000e-01  4.00000000e-01 -1.00800004e-05 
 4.50000000e-01  4.50000000e-01 -1.00900005e-05 
 5.00000000e-01  5.00000000e-01 -1.01000005e-05 
 5.50000000e-01  5.50000000e-01 -1.01100006e-05 
 6.00000000e-01  6.00000000e-01 -1.01200006e-05 
 6.50000000e-01  6.50000000e-01 -1.01300007e-05 
 7.00000000e-01  7.00000000e-01 -1.01400007e-05 
 7.50000000e-01  7.50000000e-01 -1.01500008e-05 
 8.00000000e-01  8.00000000e-01 -1.01600008e-05 
 8.50000000e-01  8.50000000e-01 -1.01700009e-05 
 9.00000000e-01  9.00000000e-01 -1.01800009e-05 
 9.50000000e-01  9.50000000e-01 -1.01900010e-05 
 1.00000000e+00  1.00000000e+00 -1.02000010e-05 
 1.05000000e+00  1.05000000e+00 -1.02100011e-05 
 1.10000000e+00  1.10000000e+00 -1.02200011e-05 
 1.15000000e+00  1.15000000e+00 -1.02300012e-05 
 1.20000000e+00  1.20000000e+00 -1.02400012e-05 
 1.25000000e+00  1.25000000e+00 -1.02500013e-05 
 1.30000000e+00  1.30000000e+00 -1.02600013e-05 
 1.35000000e+00  1.35000000e+00 -1.02700014e-05 
 1.40000000e+00  1.40000000e+00 -1.02800014e-05 
 1.45000000e+00  1.45000000e+00 -1.02900015e-05 
 1.50000000e+00  1.50000000e+00 -1.03000015e-05 
 1.55000000e+00  1.55000000e+00 -1.03100016e-05 
 1.60000000e+00  1.60000000e+00 -1.03200016e-05 
 1.65000000e+00  1.65000000e+00 -1.03300017e-05 
 1.70000000e+00  1.70000000e+00 -1.03400017e-05 
 1.75000000e+00  1.75000000e+00 -1.03500018e-05 
 1.80000000e+00  1.80000000e+00 -1.03600018e-05 
