 v-sweep         v(drain)        i(Vd)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.00000000e-02  5.00000000e-02 -8.75875001e-05 
 1.00000000e-01  1.00000000e-01 -1.70340000e-04 
 1.50000000e-01  1.50000000e-01 -2.48242500e-04 
 2.00000000e-01  2.00000000e-01 -3.21280000e-04 
 2.50000000e-01  2.50000000e-01 -3.89437500e-04 
 3.00000000e-01  3.00000000e-01 -4.52700000e-04 
 3.50000000e-01  3.50000000e-01 -5.11052500e-04 
 4.00000000e-01  4.00000000e-01 -5.64480000e-04 
 4.50000000e-01  4.50000000e-01 -6.12967500e-04 
 5.00000000e-01  5.00000000e-01 -6.56500001e-04 
 5.50000000e-01  5.50000000e-01 -6.95062501e-04 
 6.00000000e-01  6.00000000e-01 -7.28640001e-04 
 6.50000000e-01  6.50000000e-01 -7.57217501e-04 
 7.00000000e-01  7.00000000e-01 -7.80780001e-04 
 7.50000000e-01  7.50000000e-01 -7.99312501e-04 
 8.00000000e-01  8.00000000e-01 -8.12800001e-04 
 8.50000000e-01  8.50000000e-01 -8.21227501e-04 
 9.00000000e-01  9.00000000e-01 -8.24580001e-04 
 9.50000000e-01  9.50000000e-01 -8.25390001e-04 
 1.00000000e+00  1.00000000e+00 -8.26200001e-04 
 1.05000000e+00  1.05000000e+00 -8.27010001e-04 
 1.10000000e+00  1.10000000e+00 -8.27820001e-04 
 1.15000000e+00  1.15000000e+00 -8.28630001e-04 
 1.20000000e+00  1.20000000e+00 -8.29440001e-04 
 1.25000000e+00  1.25000000e+00 -8.30250001e-04 
 1.30000000e+00  1.30000000e+00 -8.31060001e-04 
 1.35000000e+00  1.35000000e+00 -8.31870001e-04 
 1.40000000e+00  1.40000000e+00 -8.32680001e-04 
 1.45000000e+00  1.45000000e+00 -8.33490001e-04 
 1.50000000e+00  1.50000000e+00 -8.34300002e-04 
 1.55000000e+00  1.55000000e+00 -8.35110002e-04 
 1.60000000e+00  1.60000000e+00 -8.35920002e-04 
 1.65000000e+00  1.65000000e+00 -8.36730002e-04 
 1.70000000e+00  1.70000000e+00 -8.37540002e-04 
 1.75000000e+00  1.75000000e+00 -8.38350002e-04 
 1.80000000e+00  1.80000000e+00 -8.39160002e-04 
