 v-sweep         v(drain)        i(Vd)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.00000000e-02  5.00000000e-02 -2.75275001e-05 
 1.00000000e-01  1.00000000e-01 -5.01000001e-05 
 1.50000000e-01  1.50000000e-01 -6.77025002e-05 
 2.00000000e-01  2.00000000e-01 -8.03200002e-05 
 2.50000000e-01  2.50000000e-01 -8.79375003e-05 
 3.00000000e-01  3.00000000e-01 -9.05400003e-05 
 3.50000000e-01  3.50000000e-01 -9.06300004e-05 
 4.00000000e-01  4.00000000e-01 -9.07200004e-05 
 4.50000000e-01  4.50000000e-01 -9.08100005e-05 
 5.00000000e-01  5.00000000e-01 -9.09000005e-05 
 5.50000000e-01  5.50000000e-01 -9.09900006e-05 
 6.00000000e-01  6.00000000e-01 -9.10800006e-05 
 6.50000000e-01  6.50000000e-01 -9.11700007e-05 
 7.00000000e-01  7.00000000e-01 -9.12600007e-05 
 7.50000000e-01  7.50000000e-01 -9.13500008e-05 
 8.00000000e-01  8.00000000e-01 -9.14400008e-05 
 8.50000000e-01  8.50000000e-01 -9.15300009e-05 
 9.00000000e-01  9.00000000e-01 -9.16200009e-05 
 9.50000000e-01  9.50000000e-01 -9.17100010e-05 
 1.00000000e+00  1.00000000e+00 -9.18000010e-05 
 1.05000000e+00  1.05000000e+00 -9.18900011e-05 
 1.10000000e+00  1.10000000e+00 -9.19800011e-05 
 1.15000000e+00  1.15000000e+00 -9.20700012e-05 
 1.20000000e+00  1.20000000e+00 -9.21600012e-05 
 1.25000000e+00  1.25000000e+00 -9.22500013e-05 
 1.30000000e+00  1.30000000e+00 -9.23400013e-05 
 1.35000000e+00  1.35000000e+00 -9.24300014e-05 
 1.40000000e+00  1.40000000e+00 -9.25200014e-05 
 1.45000000e+00  1.45000000e+00 -9.26100015e-05 
 1.50000000e+00  1.50000000e+00 -9.27000015e-05 
 1.55000000e+00  1.55000000e+00 -9.27900016e-05 
 1.60000000e+00  1.60000000e+00 -9.28800016e-05 
 1.65000000e+00  1.65000000e+00 -9.29700017e-05 
 1.70000000e+00  1.70000000e+00 -9.30600017e-05 
 1.75000000e+00  1.75000000e+00 -9.31500018e-05 
 1.80000000e+00  1.80000000e+00 -9.32400018e-05 
