 v-sweep         v(drain)        i(Vd)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.00000000e-02  5.00000000e-02 -6.75675001e-05 
 1.00000000e-01  1.00000000e-01 -1.30260000e-04 
 1.50000000e-01  1.50000000e-01 -1.88062500e-04 
 2.00000000e-01  2.00000000e-01 -2.40960000e-04 
 2.50000000e-01  2.50000000e-01 -2.88937500e-04 
 3.00000000e-01  3.00000000e-01 -3.31980000e-04 
 3.50000000e-01  3.50000000e-01 -3.70072500e-04 
 4.00000000e-01  4.00000000e-01 -4.03200000e-04 
 4.50000000e-01  4.50000000e-01 -4.31347500e-04 
 5.00000000e-01  5.00000000e-01 -4.54500001e-04 
 5.50000000e-01  5.50000000e-01 -4.72642501e-04 
 6.00000000e-01  6.00000000e-01 -4.85760001e-04 
 6.50000000e-01  6.50000000e-01 -4.93837501e-04 
 7.00000000e-01  7.00000000e-01 -4.96860001e-04 
 7.50000000e-01  7.50000000e-01 -4.97350001e-04 
 8.00000000e-01  8.00000000e-01 -4.97840001e-04 
 8.50000000e-01  8.50000000e-01 -4.98330001e-04 
 9.00000000e-01  9.00000000e-01 -4.98820001e-04 
 9.50000000e-01  9.50000000e-01 -4.99310001e-04 
 1.00000000e+00  1.00000000e+00 -4.99800001e-04 
 1.05000000e+00  1.05000000e+00 -5.00290001e-04 
 1.10000000e+00  1.10000000e+00 -5.00780001e-04 
 1.15000000e+00  1.15000000e+00 -5.01270001e-04 
 1.20000000e+00  1.20000000e+00 -5.01760001e-04 
 1.25000000e+00  1.25000000e+00 -5.02250001e-04 
 1.30000000e+00  1.30000000e+00 -5.02740001e-04 
 1.35000000e+00  1.35000000e+00 -5.03230001e-04 
 1.40000000e+00  1.40000000e+00 -5.03720001e-04 
 1.45000000e+00  1.45000000e+00 -5.04210001e-04 
 1.50000000e+00  1.50000000e+00 -5.04700002e-04 
 1.55000000e+00  1.55000000e+00 -5.05190002e-04 
 1.60000000e+00  1.60000000e+00 -5.05680002e-04 
 1.65000000e+00  1.65000000e+00 -5.06170002e-04 
 1.70000000e+00  1.70000000e+00 -5.06660002e-04 
 1.75000000e+00  1.75000000e+00 -5.07150002e-04 
 1.80000000e+00  1.80000000e+00 -5.07640002e-04 
